"nxtbrth1","nxtbrth2","rminor","cpermpg","stfloca","chngloca","blngloca","chatnb","ccnthum","ccrdprs","wrclmch","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcla","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imacflp","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","vteurmmb","vteubcmb","hhmmb","hhmmb15","gndr","mbrn","yrbrn","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","mbrn2","mbrn3","mbrn4","mbrn5","mbrn6","mbrn7","mbrn8","mbrn9","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","chldhhe","domicil","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctrb","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hincfilt","hinctnta","hincfel","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","wkhtotp","emprf14","occf14b","emprm14","occm14b","atncrse","optftr","fltdpr","slprl","wrhpp","fltlnl","enjlf","fltsd","cldgng","enrglot","fltanx","fltpcfl","lchshcp","dngval","hrmcnt","pplahlp","trtrsp","tnapsur","sedirlf","rehlppl","prhlppl","dgwtva","achgoal","flsfsec","clcnppl","clcnpla","dprfgd","acqcomp","kndhtm","hrmlife","dstpwir","hlpprct","ogendas","wbwlkpl","runtint","qfimedu","qfimlng","qfimchr","qfimwht","imtcjob","imbleco","imwbcrm","imdetbs","imdetmr","shrrfg","rfgawrk","gvrfgap","rfgdtcn","noimbro","gvtrimg","rlgueim","dfegcf","dfegcon","dfeghbg","etglint","etghwrk","cultbtr","prtnclt","aljewlv","almuslv","admim","alcewr","alceup","almmewr","almmeup","ipdopin","ipstst","ipplea","ipnpea","ipbesuc","ipetrju","ippoco","iphumb","ipprenv","ipnhum","ipnexp","iphppcl","ipwlth","ipprsaf","iptlppl","ipnvreg","ipmadec","ipftrad","ippconf","ipacrec","scresuq","scresrla","scastqc","scawhp","scasd","scappil","scaorel","scanrel","scafw","scanap","scana","sckaun","sckaacc","sckard","sckarhm","sckadec","sckareq","sckaoth","sckanap","sckana","recon","scmpqst","decnum","mode","idno","cntry","inwds","ainws","einwe"
2,6,1,6,1,3,4,4,1,1,1,8613,7,3174,3,9,10,8,3,5,8,1,99,99,4,5,77,8,7,1,2,7,9,7,2,8,8,9,8,1,99,8,1,10,10,3,10,2,7,7,1,6,2,1,8,3,9,2,10,6,10,99,4,6,4,2,7,8,3,0,99,8,2,99,4,4,9,1,0,0,1,1,0,0,0,0,1,0,0,0,1,8,8,8888,8,8,9,55,88,65,67,4,435,4706,6,1,1,6,1,7,1,7,66,77,88,88,88,77,66,77,9999,9999,9999,8888,8888,7777,7777,7777,88,6,66,3,2,99,66,99,4,2,8,88,8,8,72,1,0,0,1,0,1,0,1,0,0,0,1,7,9,8,6666,2,77777,8,3,8,99999,99,9,777,999,3,7,9,2,8,3,2,2,77,9,1,1,1,1,1,1,1,0,1,0,0,0,0,9,8,2,777,4,3,3,77,2,3,1,8,2,3,9,7,4,8,3,2,8,3,8,5,3,77,6,3,7,7,7,7,0,4,1,6,6,5,7,3,4,8,9,8,99,3,6,0,9,88,10,0,2,8,7,1,451,9,2,9,99,5,1,2,3,3,7,7,3,3,6,7,8,4,2,3,9,1,1,2,5,1,1,3,5,1,1,4,4,5,5,5,6,3,4,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,7,NA,NA,9,401301,"NL","17-02-2025 19:31:51","17-02-2025 19:31:51","17-02-2025 21:59:41"
6,9,9,4,3,1,4,8,4,99,4,6301,5,3287,10,2,0,2,2,7,8,2,4,9,2,9,0,5,5,7,8,9,1,7,9,7,1,8,1,3,88,5,2,9,77,77,0,5,3,7,4,0,7,7,7,4,4,7,5,3,6,9,7,88,9,8,4,7,8,4,88,1,7,2,2,3,8,0,1,0,0,0,1,1,0,1,1,0,0,0,1,9,1,8888,8,8,1,33,99,80,48,2,398,3927,2,1,8,8,8,7,8,2,88,77,99,99,66,66,77,77,6666,9999,8888,6666,7777,8888,7777,8888,5,99,77,3,77,2,99,99,99,7,8,2,2,4,5,0,1,0,0,0,0,0,0,1,0,0,0,5,7,8,7777,3,88888,8,9,2,66666,66,1,555,888,4,2,8,1,2,2,3,9,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,6,1,999,2,1,7,77,1,9,8,8,4,8,3,9,1,1,4,7,8,4,4,6,1,8,6,9,1,6,5,6,2,8,9,1,4,0,3,4,8,4,7,6,4,77,3,10,7,1,88,4,2,7,1,9,498,7,9,1,2,1,4,3,2,7,9,1,2,1,8,6,9,5,3,1,6,4,4,1,2,4,5,6,4,2,2,9,3,3,4,6,2,9,2,2,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,6,NA,NA,1,401302,"GB","24-01-2025 14:30:06","24-01-2025 14:30:06","24-01-2025 14:53:01"
2,6,1,9,3,1,9,3,88,8,2,6553,4,2755,9,2,7,2,7,4,5,5,1,10,3,3,3,6,8,1,8,8,9,7,2,2,7,8,7,4,6,4,0,0,9,0,77,1,4,5,1,6,1,4,7,8,1,9,0,4,0,7,88,2,4,7,4,8,9,5,5,2,1,4,1,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,9,9,9999,8,9,1,99,2,23,4,6,168,9038,8,2,8,9,9,9,9,2,99,88,88,66,99,99,88,99,8888,9999,6666,7777,9999,8888,8888,9999,88,4,3,77,88,3,3,88,3,6,8,99,6,7,80,0,1,0,0,1,0,1,0,1,0,0,0,5,7,8,7777,9,66666,2,7,2,66666,3,8,666,888,2,2,7,2,6,2,99,9,4,7,0,0,0,1,0,0,1,0,0,0,1,0,0,77,6,6,777,8,66,1,9,8,9,8,4,8,1,1,2,2,7,8,7,3,3,3,6,9,8,99,2,3,3,0,5,5,4,2,9,7,3,0,8,1,8,9,9,5,3,88,3,7,1,77,77,2,7,3,7,464,7,9,2,88,77,1,1,3,8,7,4,2,6,8,9,2,5,8,1,5,1,8,1,4,2,6,1,1,5,4,3,4,5,1,6,7,4,6,2,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,5,NA,NA,2,401303,"GB","02-02-2025 02:52:41","02-02-2025 02:52:41","02-02-2025 04:38:38"
6,9,9,7,5,9,8,2,5,1,8,2843,1,4034,1,88,3,2,9,1,5,3,6,7,10,9,0,88,88,1,1,2,7,1,2,2,8,8,8,2,77,3,9,4,9,2,6,4,1,8,7,77,1,4,4,4,1,8,7,77,2,0,99,5,8,7,9,8,3,7,99,9,2,99,77,88,9,1,1,1,1,1,1,0,0,1,0,0,0,1,0,9,9,9999,9,2,8,1,77,37,14,9,166,3608,9,7,9,6,8,2,8,6,77,77,66,77,77,99,66,77,9999,9999,9999,9999,7777,7777,9999,9999,1,88,2,99,4,4,88,5,5,1,1,5,1,9,31,0,0,0,0,1,1,0,1,0,0,0,1,88,1,1,6666,1,66666,7,3,7,77777,88,2,777,777,99,9,7,1,7,3,7,3,7,8,0,0,1,0,1,0,1,0,0,0,1,0,0,8,2,9,999,1,7,3,5,7,9,4,2,8,9,2,2,4,9,4,8,4,8,0,4,7,8,99,2,3,5,9,0,7,0,1,5,4,2,0,8,4,1,5,6,0,5,77,9,2,2,10,3,3,5,8,4,303,3,4,9,1,77,1,9,8,2,9,3,2,2,6,9,3,8,2,2,6,7,2,8,4,4,9,2,6,4,1,5,1,3,4,4,4,2,4,6,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,3,NA,NA,3,401304,"NL","26-02-2025 17:32:19","26-02-2025 17:32:19","26-02-2025 18:38:53"
9,1,2,6,5,4,7,1,77,4,5,3574,8,6832,2,10,0,8,9,7,4,1,99,99,1,99,99,88,77,7,8,8,1,2,9,8,8,9,2,9,1,8,77,3,88,99,1,2,3,2,7,9,8,9,9,3,1,4,77,2,2,4,77,6,2,2,9,5,3,4,10,1,2,5,6,1,7,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,7,6666,8,8,2,77,77,39,87,1,283,5063,7,2,9,9,1,6,8,6,77,88,66,99,77,77,66,99,9999,9999,6666,8888,7777,7777,6666,7777,77,2,3,2,1,77,77,99,6,2,9,2,7,7,80,0,1,1,0,1,0,0,1,0,0,0,1,9,9,7,8888,9,88888,6,5,8,77777,0,77,555,666,6,8,8,6,8,2,6,9,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,8,7,1,777,9,66,1,7,8,9,4,9,2,8,7,3,1,8,1,3,4,1,2,5,4,0,88,0,4,9,5,9,0,2,7,8,5,5,4,1,4,2,7,9,88,0,1,77,88,1,0,99,3,4,9,7,926,7,3,1,1,99,1,2,2,7,4,4,1,7,3,9,2,4,5,8,4,4,1,6,2,5,2,3,6,6,2,5,3,2,6,1,6,1,2,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,7,NA,NA,3,401305,"NL","18-02-2025 02:11:05","18-02-2025 02:11:05","18-02-2025 03:35:32"
9,9,6,6,3,3,8,4,3,0,9,1392,1,6666,1,7,77,9,2,7,9,2,1,3,0,9,88,3,6,7,9,9,2,8,2,7,7,1,9,3,3,88,1,4,88,99,8,5,7,1,1,4,5,3,1,4,1,9,10,5,8,77,88,4,1,1,7,9,3,88,0,9,8,9,6,77,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,9,8888,9,9,2,65,65,60,38,3,273,7037,7,7,6,7,1,8,8,1,77,77,66,88,99,66,77,88,6666,8888,9999,9999,8888,8888,9999,8888,2,3,6,3,99,1,77,4,1,8,1,6,9,9,88,0,1,1,0,0,0,0,1,0,0,0,0,77,6,8,9999,1,88888,3,6,9,88888,0,66,666,888,1,9,7,2,6,7,3,3,2,7,1,1,1,1,1,0,1,0,0,0,0,0,1,6,9,6,999,3,88,9,9,7,9,8,7,8,1,7,2,4,9,4,3,1,5,9,9,6,0,6,1,7,2,0,8,0,1,4,9,1,2,9,9,4,8,3,8,6,1,6,6,5,9,8,3,4,2,1,9,867,8,3,8,6,1,4,7,1,8,3,2,1,2,3,8,7,2,5,4,3,6,1,6,1,4,2,7,3,4,5,2,3,6,6,6,6,4,6,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,NA,NA,9,401306,"NL","24-02-2025 19:46:51","24-02-2025 19:46:51","24-02-2025 20:44:20"
6,9,1,2,4,3,2,6,3,7,2,7550,2,7368,6,4,3,4,7,7,3,3,88,2,77,6,88,6,10,8,7,2,7,1,8,7,7,9,9,7,7,1,77,88,4,9,0,5,4,3,4,7,8,2,2,9,3,1,7,2,0,3,4,77,3,9,1,9,1,7,88,7,8,8,5,88,7,1,0,1,1,0,1,0,0,1,0,0,0,0,0,8,9,7777,7,7,9,2,99,53,32,2,115,2803,9,6,6,8,9,8,6,9,77,88,77,77,66,66,66,99,6666,9999,8888,6666,6666,8888,8888,9999,6,77,88,88,1,66,99,4,4,9,1,5,6,9,72,0,1,1,0,1,0,1,0,1,0,0,1,1,8,9,6666,8,99999,8,1,6,66666,66,10,555,666,66,6,7,1,8,7,1,9,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,2,7,8,888,8,4,2,2,8,9,8,7,9,1,3,8,7,9,2,3,1,7,0,0,5,88,7,2,4,4,1,3,2,5,8,0,8,5,2,9,1,9,3,8,1,77,6,8,99,10,77,0,3,1,2,7,893,8,3,7,6,3,1,3,1,8,2,2,2,9,7,1,4,4,1,6,1,7,2,7,8,1,1,8,9,2,2,6,6,5,4,3,6,9,5,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,NA,NA,1,401307,"NL","25-02-2025 05:16:30","25-02-2025 05:16:30","25-02-2025 07:40:55"
6,1,6,5,3,9,3,5,99,7,8,5488,8,8762,5,9,5,2,3,1,4,1,2,9,6,1,5,7,6,8,2,7,2,2,1,8,9,2,8,7,2,9,99,8,99,0,4,7,9,9,5,1,7,8,8,1,7,7,1,6,6,1,1,4,2,7,9,8,7,2,1,7,2,0,99,4,2,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,8888,8,2,1,2,55,89,33,2,239,7397,8,6,1,7,8,1,2,2,88,99,77,99,88,99,88,99,8888,7777,8888,6666,7777,7777,6666,7777,4,5,77,77,88,77,66,5,4,9,2,66,2,8,84,0,0,1,0,0,0,0,0,0,0,0,0,3,7,2,7777,2,99999,2,7,8,66666,8,66,888,777,3,8,1,2,6,2,88,9,9,3,1,1,1,0,1,1,1,1,0,0,0,0,1,3,9,2,999,4,77,9,6,7,9,9,8,1,1,8,1,4,2,8,2,1,1,6,9,5,8,6,3,3,6,9,6,4,1,4,5,0,0,4,2,7,7,4,6,77,1,5,9,5,8,4,10,7,8,2,4,458,2,1,9,88,6,7,7,2,1,3,9,1,6,8,4,9,5,2,3,4,6,9,8,1,2,6,5,7,2,5,2,4,3,5,4,8,3,3,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,7,NA,NA,3,401308,"NL","16-01-2025 04:57:43","16-01-2025 04:57:43","16-01-2025 07:43:03"
9,6,6,9,5,9,3,8,55,0,6,248,7,3438,10,0,99,4,2,3,7,8,6,88,7,0,7,77,1,1,2,2,9,9,2,8,7,8,9,1,5,88,2,88,4,2,2,2,7,5,9,3,8,5,4,2,9,2,5,77,88,0,99,6,5,1,7,4,3,6,8,2,2,7,6,6,8,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,9,7777,7,2,7,33,1,37,71,4,283,6332,9,8,1,7,8,1,6,1,88,99,99,99,77,77,99,66,7777,8888,8888,6666,7777,7777,8888,7777,2,2,5,6,5,4,4,3,5,2,8,77,6,3,27,0,1,0,0,1,1,1,0,1,0,0,0,2,8,6,8888,1,99999,2,1,9,99999,5,66,555,999,5,2,2,7,6,3,7,1,2,2,0,1,0,1,1,1,1,1,1,0,1,0,1,5,9,8,777,9,77,9,3,7,9,7,2,8,2,2,9,9,3,1,9,1,4,4,0,6,77,9,1,3,5,3,3,8,1,1,0,9,5,1,8,4,2,4,3,5,99,2,6,99,0,9,99,8,5,4,3,393,6,8,7,77,4,1,8,8,8,8,9,4,8,4,9,1,4,3,1,3,3,5,6,5,6,6,9,1,3,3,3,5,4,3,2,9,2,1,6,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,NA,NA,2,401309,"NL","12-02-2025 11:18:26","12-02-2025 11:18:26","12-02-2025 13:01:05"
1,1,6,4,7,7,1,8,5,8,3,6439,3,973,4,10,6,8,5,9,4,1,3,0,3,3,77,7,77,9,7,2,1,9,1,2,1,9,7,1,10,1,5,2,10,2,3,4,1,9,3,3,3,3,1,3,9,9,1,7,88,2,7,0,8,9,2,3,3,3,2,2,9,3,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6666,2,8,9,77,1,85,82,5,107,5199,1,8,1,9,8,2,7,7,99,99,77,66,77,77,66,99,7777,8888,9999,6666,8888,8888,8888,7777,1,77,3,88,1,66,77,2,99,7,1,99,1,3,54,1,1,0,1,1,0,1,0,0,0,0,0,7,6,1,7777,6,77777,8,7,1,99999,9,77,999,777,5,1,9,7,2,8,7,3,99,2,0,0,0,0,1,1,0,1,0,0,0,0,1,66,1,9,777,2,4,2,6,8,9,9,9,9,1,7,3,1,1,3,2,5,8,9,7,6,1,1,4,6,6,4,8,4,3,5,5,0,0,8,1,8,7,8,0,88,10,9,6,5,7,10,77,8,3,7,4,254,2,99,3,88,8,1,3,4,9,9,8,4,3,7,8,6,8,6,3,4,5,2,5,7,3,2,8,1,8,2,5,6,5,4,2,1,4,5,9,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,NA,NA,4,401310,"GB","30-01-2025 21:21:39","30-01-2025 21:21:39","30-01-2025 23:51:42"
6,2,1,3,7,4,2,5,77,99,7,7635,5,8809,77,77,77,4,4,7,5,1,9,6,9,6,6,0,6,1,9,8,1,2,8,8,2,1,8,4,2,10,4,3,9,99,8,9,7,7,8,5,1,4,1,9,2,4,3,5,3,3,7,77,8,1,2,7,3,0,5,9,6,99,77,4,8,0,1,1,0,1,1,0,0,1,1,0,0,0,1,7,2,7777,1,2,2,33,65,91,36,1,64,7530,7,9,2,1,1,8,6,9,77,77,66,66,77,77,88,88,8888,6666,9999,6666,8888,7777,6666,9999,1,5,2,66,1,77,77,5,5,2,8,2,2,5,47,0,1,0,0,0,1,0,0,1,0,0,1,99,1,6,9999,9,99999,6,6,9,99999,88,5,555,999,77,2,8,1,9,7,5,2,88,4,0,1,0,0,0,1,0,0,0,0,0,0,1,5,9,7,888,3,7,4,7,1,9,1,2,1,8,7,9,1,1,7,1,4,5,0,8,3,99,6,7,1,7,5,7,0,4,3,9,6,4,4,8,2,1,4,4,4,1,10,99,9,3,0,0,3,3,1,2,426,9,0,8,2,3,2,9,4,2,4,9,4,2,1,2,7,6,2,3,6,3,9,5,4,6,7,7,2,4,2,3,2,6,1,5,4,2,5,9,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,4,NA,NA,9,401311,"NL","17-01-2025 07:27:50","17-01-2025 07:27:50","17-01-2025 09:36:09"
9,2,1,4,7,8,9,2,77,1,5,1819,9,5269,2,88,77,7,8,3,1,8,8,99,9,6,1,7,88,8,8,1,7,7,1,7,8,2,1,1,9,99,3,3,2,4,5,5,7,7,5,8,2,1,8,2,3,9,3,77,4,4,4,4,7,8,9,7,2,99,8,1,8,3,99,5,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7,2,9999,2,2,9,33,65,97,5,1,268,4862,6,9,6,7,8,9,9,2,66,66,99,66,66,77,77,66,7777,8888,6666,8888,8888,9999,7777,8888,1,99,66,3,66,88,66,3,2,6,2,5,6,9,23,0,1,0,1,0,1,1,1,1,0,0,1,88,8,9,6666,7,66666,6,6,2,88888,88,3,555,666,99,8,7,1,7,2,88,3,3,1,1,1,1,1,1,1,0,0,1,0,1,0,0,66,9,1,888,9,99,3,1,8,4,9,4,8,1,3,4,1,1,9,8,2,1,1,4,2,77,5,9,1,7,8,4,5,0,2,5,0,7,3,7,4,8,5,2,1,5,8,88,2,9,10,3,8,5,8,2,982,9,99,1,7,66,1,8,8,1,3,7,9,8,8,7,8,3,5,2,1,6,6,1,1,3,1,5,4,1,4,2,8,9,1,6,2,1,3,9,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,2,NA,NA,9,401312,"GB","15-02-2025 11:02:13","15-02-2025 11:02:13","15-02-2025 13:41:12"
9,2,1,5,4,7,1,6,3,99,2,8231,4,3339,5,6,6,1,8,3,2,2,5,3,8,2,10,8,77,8,8,1,9,9,7,7,8,2,2,4,2,3,99,4,5,1,0,5,4,8,2,8,3,9,1,7,2,9,4,2,77,77,5,5,1,7,1,5,2,8,9,8,8,4,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8888,7,2,2,55,2,22,31,9,18,4473,9,2,7,7,2,7,6,9,88,88,88,99,99,77,66,88,7777,9999,8888,9999,7777,7777,6666,7777,99,3,2,6,66,88,88,6,66,6,7,3,8,5,25,0,0,1,0,1,0,1,1,1,0,0,1,77,1,6,9999,7,88888,6,8,6,66666,9,2,666,666,77,8,8,8,1,7,7,3,3,2,1,1,1,0,1,1,0,1,0,0,1,0,1,88,6,2,888,1,7,4,99,1,9,8,1,4,4,7,2,2,8,9,4,9,8,3,4,0,6,88,5,6,1,8,9,1,2,2,8,0,2,2,8,2,8,3,5,8,88,4,1,6,9,4,3,3,9,2,9,740,8,2,1,88,77,8,1,1,3,3,9,1,7,7,9,9,1,2,1,3,1,7,3,3,3,6,3,5,6,1,7,1,5,1,3,1,4,9,9,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,6,NA,NA,9,401313,"GB","02-02-2025 00:39:35","02-02-2025 00:39:35","02-02-2025 02:30:19"
9,6,6,2,2,4,6,7,4,88,5,5100,8,8344,2,5,3,9,4,3,2,4,4,9,5,1,9,9,4,1,2,2,1,1,8,8,8,8,7,1,10,0,4,9,2,7,1,4,7,8,7,10,2,2,7,2,4,2,77,7,4,4,88,0,9,1,8,5,8,77,7,2,8,5,4,99,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,9,7,8888,7,7,8,99,88,9,66,6,2,1907,2,6,7,1,2,7,9,1,88,77,99,77,88,66,66,99,8888,9999,8888,6666,6666,7777,6666,8888,4,6,99,1,77,6,99,66,3,6,8,66,1,1,52,1,0,0,1,0,0,1,0,1,0,0,1,3,7,9,7777,8,66666,9,2,9,88888,66,0,999,777,2,7,9,2,1,3,77,2,5,7,1,1,1,0,1,1,0,0,0,0,0,0,1,6,1,3,888,2,88,8,66,1,4,3,2,3,2,2,4,3,1,2,4,7,8,8,4,5,5,2,3,4,3,9,7,6,5,7,1,5,3,3,8,1,4,1,4,5,8,1,3,2,0,10,3,3,2,7,4,150,7,2,7,2,8,2,8,2,7,2,8,3,9,1,9,3,5,5,4,3,4,2,8,6,5,5,2,5,5,4,6,5,2,5,5,5,9,9,9,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,NA,NA,9,401314,"NL","07-02-2025 09:55:58","07-02-2025 09:55:58","07-02-2025 10:18:59"
9,2,2,6,2,4,8,2,77,7,1,5795,5,7589,8,10,9,3,5,5,4,9,88,77,6,6,6,10,9,8,7,8,2,7,9,7,1,1,2,7,77,7,10,2,6,77,6,3,9,5,2,6,5,3,9,7,9,9,3,7,99,8,6,77,8,2,3,2,1,2,2,9,9,7,77,2,7,1,1,0,1,1,0,1,0,1,1,0,0,0,1,7,1,9999,1,1,7,33,88,35,29,6,258,2765,1,9,1,7,1,6,9,6,77,77,66,88,99,88,99,77,9999,6666,7777,6666,8888,6666,7777,8888,4,77,6,88,3,66,6,2,77,8,1,3,7,4,22,1,0,0,1,0,1,0,1,1,0,0,0,7,8,7,8888,8,66666,7,3,7,99999,1,3,999,666,6,7,7,2,7,2,8,3,2,9,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,8,777,2,2,4,99,1,2,4,8,2,8,9,4,8,3,4,4,2,8,7,9,5,8,8,8,6,3,1,5,4,4,4,9,3,2,2,1,4,9,8,88,3,0,0,1,0,99,10,77,3,8,4,9,732,4,8,8,4,10,9,1,4,3,7,2,4,2,9,2,2,1,3,7,6,1,2,6,1,7,2,5,6,6,3,4,6,7,2,1,3,1,6,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,3,NA,NA,3,401315,"NL","27-02-2025 10:03:37","27-02-2025 10:03:37","27-02-2025 11:00:54"
2,9,6,4,9,7,1,6,77,7,3,2030,5,2577,88,2,77,1,1,9,4,5,0,5,3,0,99,88,3,7,7,9,2,9,2,1,7,9,9,2,9,2,9,3,2,0,7,2,7,4,8,2,1,5,7,3,8,2,9,2,10,7,99,77,5,1,8,5,9,8,5,8,6,0,99,6,8,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,7777,7,7,1,33,77,5,56,8,135,8053,6,1,6,1,8,2,7,1,66,66,77,99,77,88,77,66,7777,7777,6666,8888,6666,7777,6666,7777,99,4,2,5,77,4,5,6,5,8,2,4,8,7,42,1,1,1,0,0,0,1,1,1,0,0,1,77,6,2,7777,8,99999,9,4,2,99999,5,3,555,777,4,8,8,1,6,9,99,2,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,5,8,7,888,4,6,9,5,2,9,9,9,7,4,2,1,7,3,8,3,4,3,5,2,7,6,4,1,7,7,6,5,7,2,8,4,3,1,3,4,8,1,3,3,3,1,10,8,3,5,4,88,9,8,1,1,755,6,2,8,7,66,4,4,8,2,4,9,3,8,9,3,9,5,6,3,3,3,3,1,1,2,5,3,2,4,5,2,5,6,7,6,6,3,4,6,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,2,NA,NA,3,401316,"GB","31-01-2025 16:33:36","31-01-2025 16:33:36","31-01-2025 18:39:13"
2,9,9,3,5,2,2,1,88,99,1,8044,2,310,10,88,1,2,5,2,8,7,5,0,77,4,88,9,8,7,1,9,9,1,9,9,2,7,9,9,3,99,0,10,5,0,10,4,1,9,2,1,4,4,2,1,7,8,8,3,2,2,99,5,3,9,9,7,9,0,0,2,6,1,77,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,8,9,9999,2,8,2,88,33,84,43,4,132,7383,9,1,2,7,6,9,8,9,99,88,99,77,88,88,66,66,6666,8888,6666,7777,9999,9999,6666,7777,99,99,2,88,2,2,5,5,2,2,2,88,9,9,74,1,1,1,1,0,0,0,0,0,0,0,1,99,9,8,9999,6,77777,2,7,7,66666,9,6,777,999,1,2,9,7,9,9,77,1,7,4,1,0,1,0,1,1,0,0,1,0,0,0,0,7,6,9,777,2,66,9,8,2,3,1,7,7,9,4,3,7,3,7,7,3,1,6,0,5,7,5,6,5,6,2,3,8,3,5,6,0,9,7,4,2,3,7,0,10,7,5,4,9,7,7,4,2,2,1,8,413,9,3,1,77,3,8,9,1,7,1,1,2,1,8,7,9,9,4,6,4,1,3,2,6,4,1,8,4,1,5,1,2,3,5,4,4,4,2,9,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,NA,NA,4,401317,"NL","26-01-2025 04:07:20","26-01-2025 04:07:20","26-01-2025 06:30:45"
